86060000	0
86065000	1
86070000	2
86075000	3
86080000	4
86085000	5
86090000	6
86095000	7
86100000	8
86105000	9
86110000	10
86115000	11
86120000	12
86125000	13
86130000	14
86135000	15
86140000	16
86145000	17
86150000	18
86155000	19
86160000	20
86165000	21
86170000	22
86175000	23
86180000	24
86185000	25
86190000	26
86195000	27
86200000	28
86205000	29
86210000	30
86215000	31
86220000	32
86225000	33
86230000	34
86235000	35
86240000	36
86245000	37
86250000	38
86255000	39
86260000	40
86265000	41
86270000	42
86275000	43
86280000	44
86285000	45
86290000	46
86295000	47
86300000	48
86305000	49
86310000	50
86315000	51
86320000	52
86325000	53
86330000	54
86335000	55
86340000	56
86345000	57
86350000	58
86355000	59
86360000	60
86365000	61
86370000	62
86375000	63
86380000	64
86385000	65
86390000	66
86395000	67
86400000	68
86405000	69
86410000	70
86415000	71
86420000	72
86425000	73
86430000	74
86435000	75
86440000	76
86445000	77
86450000	78
86455000	79
86460000	80
86465000	81
86470000	82
86475000	83
86480000	84
86485000	85
86490000	86
86495000	87
86500000	88
86505000	89
86510000	90
86515000	91
86520000	92
86525000	93
86530000	94
86535000	95
86540000	96
86545000	97
86550000	98
86555000	99
86560000	100
86565000	101
86570000	102
86575000	103
86580000	104
86585000	105
86590000	106
86595000	107
86600000	108
86605000	109
86610000	110
86615000	111
86620000	112
86625000	113
86630000	114
86635000	115
86640000	116
86645000	117
86650000	118
86655000	119
86660000	120
86665000	121
86670000	122
86675000	123
86680000	124
86685000	125
86690000	126
86695000	127
86700000	128
86705000	129
86715000	130
86720000	131
86725000	132
86730000	133
86735000	134
86740000	135
86745000	136
86750000	137
86755000	138
86760000	139
86765000	140
86770000	141
86775000	142
86780000	143
86785000	144
86790000	145
86795000	146
86800000	147
86805000	148
86810000	149
86815000	150
86820000	151
86825000	152
86830000	153
86835000	154
86840000	155
86845000	156
86850000	157
86855000	158
86860000	159
86865000	160
86870000	161
86875000	162
86880000	163
86885000	164
86890000	165
86895000	166
86900000	167
86905000	168
86910000	169
86915000	170
86920000	171
86925000	172
86930000	173
86935000	174
86940000	175
86945000	176
86950000	177
86955000	178
86960000	179
86965000	180
86970000	181
86975000	182
86980000	183
86985000	184
86990000	185
86995000	186
87000000	187
87005000	188
87010000	189
87015000	190
87020000	191
87025000	192
87030000	193
87035000	194
87040000	195
87045000	196
87050000	197
87055000	198
87060000	199
87065000	200
87070000	201
87075000	202
87080000	203
87085000	204
87090000	205
87095000	206
87100000	207
87105000	208
87110000	209
87115000	210
87120000	211
87125000	212
87130000	213
87135000	214
87140000	215
87145000	216
87150000	217
87155000	218
87160000	219
87165000	220
87170000	221
87175000	222
87180000	223
87185000	224
87190000	225
87195000	226
87200000	227
87205000	228
87210000	229
87215000	230
87220000	231
87225000	232
87230000	233
87235000	234
87240000	235
87245000	236
87250000	237
87255000	238
87260000	239
87265000	240
87270000	241
87275000	242
87280000	243
87285000	244
87290000	245
87295000	246
87300000	247
87305000	248
87310000	249
87315000	250
87320000	251
87325000	252
87330000	253
87335000	254
87340000	255
87345000	256
87350000	257
87355000	258
87360000	259
87365000	260
87370000	261
87375000	262
87380000	263
87385000	264
87390000	265
87395000	266
87400000	267
87405000	268
87410000	269
87415000	270
87420000	271
87425000	272
87430000	273
87435000	274
87440000	275
87445000	276
87450000	277
87455000	278
87460000	279
87465000	280
87470000	281
87475000	282
87480000	283
87485000	284
87490000	285
87495000	286
87500000	287
87505000	288
87510000	289
87515000	290
87520000	291
87525000	292
87530000	293
87535000	294
87540000	295
87545000	296
87550000	297
87555000	298
87560000	299
87565000	300
87570000	301
87575000	302
87580000	303
87585000	304
87590000	305
87595000	306
87600000	307
87605000	308
87610000	309
87615000	310
87620000	311
87625000	312
87630000	313
87635000	314
87640000	315
87645000	316
87650000	317
87655000	318
87660000	319
87665000	320
87670000	321
87675000	322
87680000	323
87685000	324
87690000	325
