42585000	0
42590000	1
42595000	2
42600000	3
42605000	4
42610000	5
42615000	6
42620000	7
42625000	8
42630000	9
42635000	10
42640000	11
42645000	12
42650000	13
42655000	14
42660000	15
42665000	16
42670000	17
42675000	18
42680000	19
42685000	20
42690000	21
42695000	22
42700000	23
42705000	24
42710000	25
42715000	26
42720000	27
42725000	28
42730000	29
42735000	30
42740000	31
42745000	32
42750000	33
42755000	34
42760000	35
42765000	36
42770000	37
42775000	38
42780000	39
42785000	40
42790000	41
42795000	42
42800000	43
42805000	44
42810000	45
42815000	46
42820000	47
42825000	48
42830000	49
42835000	50
42840000	51
42845000	52
42850000	53
42855000	54
42860000	55
42865000	56
42870000	57
42875000	58
42880000	59
42885000	60
42890000	61
42895000	62
42900000	63
42905000	64
42910000	65
42915000	66
42920000	67
42925000	68
42930000	69
42935000	70
42940000	71
42945000	72
42950000	73
42955000	74
42960000	75
42965000	76
42970000	77
42975000	78
42980000	79
42985000	80
42990000	81
42995000	82
43000000	83
43005000	84
43010000	85
43015000	86
43020000	87
43025000	88
43030000	89
43035000	90
43040000	91
43045000	92
43050000	93
43055000	94
43060000	95
43065000	96
43070000	97
43075000	98
43080000	99
43085000	100
43090000	101
43095000	102
43100000	103
43105000	104
43110000	105
43115000	106
43120000	107
43125000	108
43130000	109
43135000	110
43140000	111
43145000	112
43150000	113
43155000	114
43160000	115
43165000	116
43170000	117
43175000	118
43180000	119
43185000	120
43190000	121
43195000	122
43200000	123
43205000	124
43210000	125
43215000	126
43220000	127
43225000	128
43230000	129
43235000	130
43240000	131
43245000	132
43250000	133
43255000	134
43260000	135
43265000	136
43270000	137
43275000	138
43280000	139
43285000	140
43290000	141
43295000	142
43300000	143
43305000	144
43310000	145
43315000	146
43320000	147
43325000	148
43330000	149
43335000	150
43340000	151
43345000	152
43350000	153
43355000	154
43360000	155
43365000	156
43370000	157
43375000	158
43380000	159
43385000	160
43390000	161
43395000	162
43400000	163
43405000	164
43410000	165
43415000	166
43420000	167
43425000	168
43430000	169
43435000	170
43440000	171
43445000	172
43450000	173
43455000	174
43460000	175
43465000	176
43470000	177
43475000	178
43480000	179
43485000	180
43490000	181
43495000	182
43500000	183
43505000	184
43510000	185
43515000	186
43520000	187
43525000	188
43530000	189
43535000	190
43540000	191
43545000	192
43550000	193
43555000	194
43560000	195
43565000	196
43570000	197
43575000	198
43580000	199
43585000	200
43590000	201
43595000	202
43600000	203
43605000	204
43610000	205
43615000	206
43620000	207
43625000	208
43630000	209
43635000	210
43640000	211
43645000	212
43650000	213
43655000	214
43660000	215
43665000	216
43670000	217
43675000	218
43680000	219
43685000	220
43690000	221
43695000	222
43700000	223
43705000	224
43710000	225
43715000	226
43720000	227
43725000	228
43730000	229
43735000	230
43740000	231
43745000	232
43750000	233
43755000	234
43760000	235
43765000	236
43770000	237
43775000	238
43780000	239
43785000	240
43790000	241
43795000	242
43800000	243
43805000	244
43810000	245
43815000	246
43820000	247
43825000	248
43830000	249
43835000	250
43840000	251
43845000	252
43850000	253
43855000	254
43860000	255
43865000	256
43870000	257
43875000	258
43880000	259
43885000	260
43890000	261
43895000	262
43900000	263
43905000	264
43910000	265
43915000	266
43920000	267
43925000	268
43930000	269
43935000	270
43940000	271
43945000	272
43950000	273
43955000	274
43960000	275
43965000	276
43970000	277
43975000	278
43980000	279
43985000	280
43990000	281
43995000	282
44000000	283
44005000	284
44010000	285
44015000	286
44020000	287
44025000	288
44030000	289
44035000	290
44040000	291
44045000	292
44050000	293
44055000	294
44060000	295
44065000	296
44070000	297
44075000	298
44080000	299
44085000	300
44090000	301
44095000	302
44100000	303
44105000	304
44110000	305
44115000	306
44120000	307
44125000	308
44130000	309
44135000	310
44140000	311
44145000	312
44150000	313
44155000	314
44160000	315
44165000	316
44170000	317
44175000	318
44180000	319
44185000	320
44190000	321
44195000	322
44200000	323
44205000	324
44210000	325
44215000	326
44220000	327
44225000	328
44230000	329
44235000	330
44240000	331
44245000	332
44250000	333
44255000	334
44260000	335
44265000	336
44270000	337
44275000	338
44280000	339
44285000	340
44290000	341
44295000	342
44300000	343
44305000	344
44310000	345
44315000	346
44320000	347
44325000	348
44330000	349
44335000	350
44340000	351
44345000	352
44350000	353
44355000	354
44360000	355
44365000	356
44370000	357
44375000	358
44380000	359
44385000	360
44390000	361
44395000	362
44400000	363
44405000	364
44410000	365
44415000	366
44420000	367
44425000	368
44430000	369
44435000	370
44440000	371
44445000	372
44450000	373
44455000	374
44460000	375
44465000	376
44470000	377
44475000	378
44480000	379
44485000	380
44490000	381
44495000	382
44500000	383
44505000	384
44510000	385
44515000	386
44520000	387
44525000	388
44530000	389
44535000	390
44540000	391
44545000	392
44550000	393
44555000	394
44560000	395
44565000	396
44570000	397
44575000	398
44580000	399
44585000	400
44590000	401
44595000	402
44600000	403
44605000	404
44610000	405
44615000	406
44620000	407
44625000	408
44630000	409
44635000	410
44640000	411
44645000	412
44650000	413
44655000	414
44660000	415
44665000	416
44670000	417
44675000	418
44680000	419
44685000	420
44690000	421
44695000	422
44700000	423
44705000	424
44710000	425
44715000	426
44720000	427
44725000	428
