195685000	0
195690000	1
195695000	2
195700000	3
195705000	4
195710000	5
195715000	6
195720000	7
195725000	8
195730000	9
195735000	10
195740000	11
195745000	12
195750000	13
195755000	14
195760000	15
195765000	16
195770000	17
195775000	18
195780000	19
195785000	20
195790000	21
195795000	22
195800000	23
195805000	24
195810000	25
195815000	26
195820000	27
195825000	28
195830000	29
195835000	30
195840000	31
195845000	32
195850000	33
195855000	34
195860000	35
195865000	36
195870000	37
195875000	38
195880000	39
195885000	40
195890000	41
195895000	42
195900000	43
195905000	44
195910000	45
195915000	46
195920000	47
195925000	48
195930000	49
195935000	50
195940000	51
195945000	52
195950000	53
195955000	54
195960000	55
